Query	ShortQuery
Здравствуйте! Подскажите, пожалуйста, в официальной форме Т-60 записка-расчет на отпуск есть пустые столбцы №17-№22. Получается я могу указывать наименование столбцов и добавлять нужную мне информацию в них. Но у нас локальными актами закреплена данная унифицированная форма с пустыми этими столбцами. Нужно ли теперь заново утверждать эту форму, раз мы в пустом столбце указали наименование или можно просто прописать, что по необходимости в столбцы №17-№22 добавляется нужная информация и все?	Как добавлять информацию в пустые столбцы формы Т-60 записка-расчет на отпуск?
С какого (года)  работодателя обязывают  чтобы сотрудники уходили в отпуск  на две недели ?  Уход на отпуск отпускника  на 28 календарных дней  на сегодня  актуален ? или  это все ушло в небытие?	Как рассчитывается компенсация при увольнении в отпуске?
Добрый вечер, подскажите пожалуйста,  у совместителя не совпадает отпуск в основной организации с совместительной. Т.к. при устройстве на работу, часть отпуска за период 23-24 уже была оформлена в основной организации. Можем ли мы (организ.совместителя) ему оформить весь оставшийся отпуск у нас?	Как оформлять отпуск совместителя, когда отпуск в основной организации и совместительной не совпадает?
"отпуск до 1,5 лет по уходу за ребенком наступает с 16/10/23
вопрос
С 16 октября на 2 недели больничный оформляют 
А потом беру отпуск по 30 ноября 
с 1 декабря снова больничный на 2 недели и после этого сколько там дней до 1 января останется снова отпуском доберу 
тк с 01.01.24 больше платят пособие. сотрудник хочет с января оформить отпуск до 1,5 лет, Мы можем так поступить?"	Можно ли рассчитывать отпуск до 1,5 лет по уходу за ребенком, если сотрудник уже использовал больничный лист в течение этого периода?
Добрый день!Нужно ли сдавать СЗВ-Стаж если у сотрудников не было ни отпуска за свой счет и никаких других  мероприятий, то есть пустой	Как сдавать СЗВ-Стаж, если у сотрудников не было отпуска за свой счет и других мероприятий?
У нас есть сотрудник,который трудоустроен в 2021 году и сейчас увольняется. За весь период выплаты ЗП не производились. На данный момент имеется компенсация отпуска 2,33 дня. Должны ли мы оплатить данную компенсацию исходя из МРОТ?	Как рассчитывается компенсация при увольнении в отпуске?
у работника пятидневка , он хочет в отпуск с понедельника на 7 календарных дней... директор возражает.. говорит со среды по среду.. правомерно ли ?	Как рассчитывается отпуск для работника с пятидневной рабочей неделей, если он хочет в отпуск с понедельника на 7 календарных дней?
Добрый день, подскажите  сотруднику положен дополнительный отпуск , в течении года он был на больничном,  в этом случае мы можем уменьшить количество дней дополнительного отпуска?	Можно ли уменьшить количество дней дополнительного отпуска, если сотрудник был на больничном?
А как поступить в случае, если сотрудник оформляет отпуск по уходу за ребенком 10.01.24, а выходит из отпуска 11.01.2024 на полную ставку (сейчас же разрешено получать пособие по уходу за ребенком и работать на полную ставку), нужно ли в данном примере отправлять ЕФС-1 с типом сведений «Назначение выплат по ОСС»?	Как отразить в СЗВ-СТАЖ выход на неполный рабочий день из отпуска по уходу до 1.5 лет с сохранением пособия?
Добрый день!  Подскажите пожалуйста, если у предприятия не было таких случаев  Простой Отстранение от работы Отпуск по уходу за ребенком от полутора до трех лет Отпуск за свой счет Приостановка трудового договора из-за мобилизации Периоды освобождения от работы с сохранением места работы на время исполнения государственных или общественных обязанностей Надо подовать отчет, или нет? Спасибо!	Какие виды отпуска и освобождений от работы требуют подачи отчета?
Работник отработал 2 месяца, из них 10 дней был в административном отпуске (хоктически прогулы). Учитывать ли эти дни при расчете компенсации за неиспользованный отпуск при увольнении?	Как рассчитывается компенсация за неиспользованный отпуск при увольнении, учитывая административный отпуск и прогулы?
Добрый день! Подскажите пожалуйста, сотрудник два года был на больничном, накопилось 56 дней не использованного отпуска. нам из какого расчета считать отпускные и каким образом отразить в графике отпусков?	Как рассчитывать отпускные для сотрудника с накопившимся больничным?
Добрый день. В компании у сотрудника накопился ежегодный оплачиваемый отпуск в размере 60 дней. Согласно графика отпусков в этом году он сможет сходить в ежегодный оплачиваемый отпуск только на 28 дней, на большее не позволяет коммерческая деятельность компании. Вопрос: может ли компания выплатить сотруднику компенсацию согласно ст. 126 ТК РФ за 32 дня, из расчета 60 дней (остаток ежегодного оплачиваемого отпуска) минус 28 дней (ежегодный оплачиваемый отпуск согласно графика отпусков) разница 32 дня (остаток)?	Может ли компания выплатить компенсацию за неиспользованный отпуск в соответствии с ст. 126 ТК РФ?
Здравствуйте! У нас работают вахтовики. Работают по 15 дней. Не можем разобраться, как правильно предоставить отпуск 28 дней. Понятно, что он предоставляется сразу после междувахтового отдыха, а потом сразу 28 дней и работник должен выйти на работу на 29 день? Или учитывая, что за эти 28 дней у него по графику был еще один межвахтовый отдых, еще прибавляются эти дни?	Как рассчитывать отпуск для вахтовиков?
Здравствуйте! Работникам находившимся в первую половину месяца в отпуске, командировке или на больничном не начисляется и не выплачивается аванс. Тем самым нарушается закон, о невыплате заработной платы каждые 15 дней. Как быть в таком случае?	Как начислять аванс заработной платы для работников, находящихся в отпуске, командировке или на больничном в первую половину месяца?
Добрый день! Подскажите, пожалуйста, правильно я понимаю, что ЕФС-1 данные по стажу сотрудников подаются не на всех сотрудников, а только на тех, у которых был, например, отпуск без сохранения заработной платы?	На каких сотрудников подаются данные по стажу в ЕФС-1?
Добрый день! Как считать компенсацию при увольнении, если сотрудник был в отпуске за свой счет больше 1 года перед увольнением?	Как рассчитывается компенсация при увольнении, если сотрудник был в отпуске за свой счет больше 1 года перед увольнением?
Добрый день! Нужен письменный ответ! Работник находится в отпуске по уходу за ребенком до 3 лет по заявлению, выплата от ФСС была до 1,5 лет. С 28 декабря заканчивается отпуск по уходу за ребенком до 1,5 лет, как дальше оформить работнику отпуск от 1,5 до 3 лет работодателю в таком случае и кто выплачивает пособие до 3 дет ? Какое пособие и в каком размере на сегодняшний день положено работнику по закону?	Как оформить отпуск работника с 1,5 до 3 лет после отпуска по уходу за ребенком до 1,5 лет?
Добрый день. У нас работает пенсионерка (то есть, её доходы это зарплата и пенсия). Она проживает в Бодайбо. У неё есть дочь, которая находится в отпуске по уходу за ребенком. Дочь проживает в Красноярске. Наша работница хочет взять отпуск по уходу за ребенком до 1,5 лет на 1 месяц, чтобы дочь вышла на работу. Можем ли мы предоставить ей такой отпуск?	Можем ли мы предоставить работнице отпуск по уходу за ребенком до 1,5 лет, если она проживает в другом городе и дочь находится в отпуске?
добрый день,  подскажите пож если  сотрудница  в отпуске до 3-х лет  на временной ставке  ,  ее могут уволить  предупредив за две недели?   вызов из отпуска не нужен ?	Можно ли уволить сотрудника из отпуска без вызова?
Вопрос: У директора 56 дей отпуска-28 осн и 28 доп. в апреле у него заканчивается контракт, и он его не хочет продлевать. Может ли он сейчас получить компенсацию за доп отпуск, пока у предприятия есть средства,	Может ли директор получить компенсацию за дополнительный отпуск, если он не хочет продлевать контракт?
Добрый день. У сотрудницы дополнительные 20 дней отпуска по беременности и родам. Необходимо ли оформлять дополнительно заявление и приказ на эти 20 дней?	Как оформлять дополнительные дни отпуска по беременности и родам?
Добрый вечер! Ситуация - с 1 окт. компания применяет увеличивающий коэффициент к ежемесячной премии, в связи с этим с работниками заключаются доп/соглашения к трудовым договорам. Следует ли проиндексировать среднюю заработную плату за отработанный год при расчете отпускных?	Как проиндексировать среднюю заработную плату при расчете отпускных с учетом увеличивающего коэффициента?
Добрый день! Сотрудница находится в отпуске по уходу за ребенком до 3-х лет,   но в декабре текущего года она нам сообщила что снова собирается в декретный отпуск и у нее будет больничный лист. Вопрос: какие заявления она должна написать  и два предыдущих года у нее декрет замена лет по ее заявлению , и что нужно отправить в СФР в связи с этими событиями ?	Какие заявления должна написать сотрудница, которая находится в отпуске по уходу за ребенком до 3-х лет, а в декабре текущего года сообщила о намерении в декретный отпуск и у нее будет больничный лист?
Добрый день! Подскажите, пожалуйста , вопрос касается начисления зарплаты за дни выхода в праздничные дни - 2 и 7 января 2024 г, девушка работает юрист-консультом , но данный момент  ей идёт доплата - 3 часа в день за начальника юридического отдела , так как данный начальник находится в декретном отпуске и работает  неполный день, вопрос состоит в следующем: Как в данном случае ей будет оплачиваться данные выходные дни , понятно в двойном размере, но полностью , исходя из её ставки + доплата за начальника отдела, правильно?	Как рассчитывается доплата за начальника отдела в праздничные дни?
"То что прислали там нет подобной ситуации ""ЕФС1 (сзв стаж) как заполнить если сотрудник работает не полный рабочий день так как находится в отпуске по уходу за ребенком до 3 лет"""	Как заполнить ЕФС-1 для сотрудника, работающего неполный рабочий день в отпуске по уходу за ребенком до 3 лет?
Добрый день! Подскажите пожалуйста, нужно ли сдавать отчёт ЕФС1 СЗВ-стажж , если не было не каких из перечисленных ситуаций 🔵находились в отпуске по уходу за ребенком в возрасте от полутора до трех лет; 🔵в отпуске без сохранения зарплаты;  🔵имели периоды простоя или отстранения от работы; 🔵выполняли работу, которая дает право на досрочную пенсию; 🔵работали в с/х  и при исчислении стажа работы которых применяется список работ, в соответствии с которым устанавливают повышение размера фиксированной выплаты к страховой пенсии по старости и по инвалидности; 🔵формировали свои пенсионные права в соответствии с Законом от 15.05.1991 № 1244-1 О соц защите после ЧАЭС; 🔵замещали государственные или муниципальные должности; 🔵работали полный навигационный период на водном транспорте; 🔵на предприятиях сезонных отраслей промышленности, вахтовым методом; 🔵работали в период отбывания наказания в виде лишения свободы; 🔵имели периоды освобождения от работы с сохранением места работы на время исполнения гос. или общественных обязанностей;	Нужно ли сдавать отчёт ЕФС1 СЗВ-стажж, если не было никаких из перечисленных ситуаций?
Добрый день, если сотрудник ушел в отпуск по уходу за ребенком до 1,5 лет, может ли он по собственному желанию выйти досрочно на работу?	Может ли сотрудник, который ушел в отпуск по уходу за ребенком до 1,5 лет, выйти досрочно на работу по собственному желанию?
Работник увольняется в связи с выходом на пенсию, к моменту увольнения авансом использован отпуск. Суммы начисленной заработной платы недостаточно для удержания излишне выплаченных отпускных. Можно ли эти суммы удержать из дополнительного выходного пособия выплачиваемого согласно коллективному договору при выходе на пенсию?	Можно ли удерживать отпускные из дополнительного выходного пособия при увольнении в связи с выходом на пенсию?
Добрый день. Как начислить сотруднику отпускные, если он идет в отпуск с 01.02.24.? Выплатить их нужно 26 января. Зарплата за январь еще не будет начислена и сумма не известна, так как расчет зарплаты идет по фактически отработанному времени.	Как начислить сотруднику отпускные, если он идет в отпуск с 01.02.24 и выплатить их нужно 26 января, но зарплата за январь еще не будет начислена и сумма не известна?
Здравствуйте! Помогите пожалуйста рассчитать новые сроки отпусков. работница принята на работу 19.04.2010 года, по срокам отгулены отпуска по 18.04.2020г. далее роды и декрет с 15.12.2020г по 19.05.2021г 156 дней, затем отпуск по уходу до 3 лет с 20.05.2021 года по 15.12.2023г. Какой будет следующий период отпуска (период с 19.04.2020 по 18.04.2021г тоже не успела отгулять)	Как рассчитывается следующий период отпуска для работницы, которая уже отгуляла отпуск по родам и декрету, а также отпуск по уходу до 3 лет?
Здравствуйте. Вопрос такой: есть график отпусков, он утвержден и сотрудники ознакомлены. Могут ли сотрудника не отпустить по графику в отпуск, если не было переносов и должен ли сотрудник писать заявление на отпуск в этом случае	Может ли сотрудник отпуститься по графику, если он не был перенесен, и должен ли он писать заявление на отпуск в этом случае?
подскажите как правильно выплатить  отпуск с последующим увольнением , и как правильно  удержать и перечислить ндфл  в бюджет начало отпуска 18.01.24 окончание 14.02.2024	Как выплатить отпуск и удержать НДФЛ при увольнении сотрудника?
добрый день !Сотрудница уходит в декретный отпуск с 6.01.2024г Для расчета больничного берем  предшествующие 2 года Но 2022 год ею отработан полностью а 2023г только 143 дня Расчет делать на 730 дней или на фактически отработанные дни	Как рассчитывать больничное при декретном отпуске с учетом фактически отработанных дней?
Добрый день!  ИП вышла в декретный отпуск в октябре 2023 года.  Положены ли ей какие пособия по уходу в 2024 год?	Как рассчитываются пособия по декретному отпуску?
сотрудница была в отпуске по уходу за ребенком. Вышла на работу, заболела. Может она написать заявление о переносе годов до беременности? какие еще документы должна предоставить. Работала до этого не у нас	Как рассчитывается компенсация при увольнении в отпуске?
передать письменно. Подскажите если сотрудник хочет сейчас получить отпускные а отгулять в декабре. Наша компания не против. как законно это сделать	Как законно предоставить отпускные заранее?
"День добрый. Скажите, как лучше поступить. Работнику выплатили отпускные в конце августа. За сентябрь. В сентябре он взял б/л на неделю. Пересчитала отпускные. И начисления в сентябре получились ""по минусу"". Что мне нужно скорректировать теперь, чтобы отчетность по страховым взносам правильно составить?"	Как начислять и учитывать больничный лист в отпуске?
Спасибо за ответ. А как быть с ведомостью на выплату отпускных выплата была 05.12.2023г, ясно что сумма выплаты останется без изменения, а как быть с ндфл, нужно ли изменить на исчисленный с 19000р?	Как изменить налоговую нагрузку при выплате отпускных с нулевой суммой?
Сотрудница находится в отпуске по уходу за ребенком до 3-х лет. может ли сотрудница выйти на работу раньше чем 3 года?	Может ли сотрудница выйти на работу раньше чем 3 года?
Здравствуйте! Сотрудник ушел в отпуск с последующим увольнением 9-го января 2024 года. Расчет с ним был произведен в последний рабочий день - т.е. 29 декабря 2023 года. Вопрос - какой датой в этом случае начисляются взносы?	Какая дата начисляются взносы для сотрудника, ушедшего в отпуск с последующим увольнением 9-го января 2024 года, если расчет был произведен в последний рабочий день - 29 декабря 2023 года?
Работница устраивается на работу находясь в это время в отпуске по уходу за ребенком до 1,5 лет. Какие приказы или какую информацию  и кому мы должны предоставить?	Какие приказы или информацию нужно предоставить, если работница устраивается на работу, находясь в отпуске по уходу за ребенком до 1,5 лет?
Добрый день! Отпускные работнику выплачиваются не позднее, чем за 3 дня до начала отпуска. 3 дня каких - рабочих или календарных? День выплаты считается или нет?	Как рассчитывается компенсация при увольнении в отпуске?
Добрый день. Подскажите пож..нужно ли заполнять  в форме ЕФС-1 раздел 1.1, если были отпуск без сохранения з/п  у работников   с обычными условиями труда( рабочий) ?	Как заполнять ЕФС-1 при отпуске без сохранения зарплаты у работников с обычными условиями труда?
если человек находится в отпуске по уходу за ребенком до 1,5 лет и дохода в организации не получал в течении всего года в отчете 6-ндфл (приложение справка 2-ндфл) мы его указываем с нулевым доходом или его совсем не включаем в отчет?	Как указывать доход работника, находящегося в отпуске по уходу за ребенком до 1,5 лет, в отчете 6-ндфл?
Добрый день. Работник идет в отпуск с 01 февраля отпускные мы должны выдать 26 января , а когда выдавать зарплату за вторую половину января, которая будет выплачена по предприятию 07 февраля.	Как рассчитывать выплату зарплаты за вторую половину января, когда отпускные выдаются 26 января и будут выплачены 07 февраля?
Добрый день! Сотрудник работающий в районе приравненному к району Крайнему Севера,  был мобилизован (соответственно у него приостановлен договор),, нужно ли ему за этот период насчитывать дополнительный отпуск в количестве 16 дней?	Приравненный к Крайнему Северу сотрудник, мобилизованный, должен ли насчитывать дополнительный отпуск в количестве 16 дней?
"фраза ""Не включайте в график отпусков сотрудников, с которыми заключили трудовой договор на срок до шести месяцев"" подразумевает и ровно 6 месяцев, как в нашем случае? у нас заключен с 01 августа до 31 января"	Как рассчитывается компенсация при увольнении в отпуске?
Добрый день! сотрудница ушла в отпуск по уходу до 1,5 лет. Пособие ей назначено, теперь она хочет заменить года. Как это сделать?	Как заменить годовой отпуск на отпуск по уходу до 1,5 лет с пособием?
компания выплачивает в январе отпускные на отпуск с 01.02 по 28.02. в каком периоде отпускные включить в базу по страховым взносам и налогу на прибыль? в январе или феврале?	Как рассчитывать отпускные в случае пересечения границ месяцев?
мне не совсем  понятно с вашего ответа  нудно  ли  удерживать  с компенсации  за неиспользованный отпуск умершего работника   НДФЛ и начислять   взносы	Как рассчитывать начисление страховых взносов на травматизм с зарплаты и компенсацию за неиспользованный отпуск умершего работника?
Добрый день! Сотрудница ушла в декретный отпуск в 2021 году, она получала заработную плату,исходя из минимума .В 2023 году организация ликвидируется, чтобы выплатить ей выходное пособие, мы должны сделать расчет среднего заработка, исходя из той заработной платы , которую она получала на тот момент или должны проиндексировать минимальный размер оплаты труда на 2023 год?	Как рассчитывать выходное пособие для сотрудника, которая получала заработную плату, исходя из минимума, перед ликвидацией организации?
Добрый день. Если родственники не хотят обращаться  за выплатой после смерти сотрудника. Выплата - компенсация при увольнении за неиспользованный отпуск. Не хотят и не будут . Нужно ли в  таком случае вообще начислять компенсацию?	Начислять ли компенсацию за неиспользованный отпуск, если родственники не хотят обращаться за выплатой после смерти сотрудника?
Сотрудница находится в отпуске по БиР срок 140 дней. Ей оформили продолжение отпуска. Подскажите есть пример приказа на продление отпуска по БиР?	Как написать приказ на продление отпуска по БиР?
Добрый день! У нас сотрудник иностранец работает по патенту, собирается в отпуск на 2 месяца, за патент оплатил на это время, чтоб его не аннулировали. Можем ли мы его отравить за свой счет, так как такого количества дней отпуска у него нет	Можно ли отправлять иностранеца на отпуск, если у него нет такого количества дней отпуска, но он заплатил за это время по патенту?
Подскажите - сотрудник больше года был на больничном, а затем собрался в отпуск. За какой период брать средний заработок для оплаты отпуска. Когда берешь за год больничного - получается по МРОТ	Как рассчитывать средний заработок для оплаты отпуска после больничного?
добре утро,   подскажите пож с 01.01.2024 г.  мамочки которые находятся в отпуске  до 1,5 лет имеют право работать полный раб день. Получается их  нужно перевести на полный раб день   по приказу,   а СФР  будет платить как платил ?	Как рассчитывается компенсация при увольнении в отпуске?
Добрый день! у нас сотрудница ушла в декретный отпуск на 140 дней. Скажите в расчет больничного надо ли включать заработок от предыдущего работодателя. В 21  году, она работала в другом месте	Как рассчитывать больничное при декретном отпуске, учитывая заработок от предыдущего работодателя?
Добрый день! Сотрудница находилась в отпуске по беременности и родам, а затем по уходу за ребенком до 3-Х лет в период с 27.12.2019-10.10.2022г.. Доход, облагаемый взносами за 2019год-150294,01, за 2022 год-9432,03. Вопрос Можно ли сотруднице заменить 2022 год на 2018 при расчете больничного? Если можно, то дайте, пожалуйста , конкретный ответ на вопрос .	Можно ли заменить 2022 год на 2018 год при расчете больничного?
Добрый день! подскажите пожалуйста, если сотрудник в течении года находился в отпуске без сохранения зарплаты на него подается СЗВ-СТАЖ только за период неоплаченный или за весь год.	Как рассчитывается компенсация при увольнении в отпуске?
Добрый день! Пока сервис перегружен, прошу помощи по следующему вопросу: нужна подборка Судебной практики по спорам о взыскании директором с компании компенсации за не отгуленный отпуск при увольнении, так как директор не ходил в ежегодный оплачиваемый отпуск 4,5 года. Как объяснить в суде что это не было злоупотреблением правом и должностными полномочиями	Как объяснить в суде, что отказ от ежегодного оплачиваемого отпуска не является злоупотреблением правом и должностными полномочиями?
нужна форма приказа на выход сотрудника на работу на неполный день во время нахождения в отпуске по уходу за ребенком до 1,5 лет	Как написать приказ на выход сотрудника на неполный день во время отпуска по уходу за ребенком до 1,5 лет?
Здравствуйте. Из системы главбух - Опасно платить за первую половину месяца фиксированную сумму аванса, например, 50 процентов от зарплаты за месяц. Это не нарушает закон, но несет риски. Такой аванс обязательно платить, даже если работник в первой половине месяца болел, был в отпуске. Где это прописано, что в случае болезни или отпуска аванс все равно выплачивается?	Где в законе прописано, что в случае болезни или отпуска аванс все равно выплачивается?
Сотрудник находиться в отпуске по уходу за ребенком до 1,5 лет, хочет выйти на неполный рабочий день. Как это оформить и отразить в отчетах. Спасибо.	Как отразить в отчетах выход на неполный рабочий день из отпуска по уходу за ребенком до 1,5 лет?
Добрый день! Подскажите, пожалуйста, необходимо ли на работника подавать данны по форме ЕФС -1 подраздел 1.2 (стаж)  если работник находился в отпуске по уходу за ребенком до 3х лет и работал на 0,5 ставки?	Как отразить в СЗВ-СТАЖ выход на неполный рабочий день из отпуска по уходу до 1.5 лет с сохранением пособия?
по вашей ссылке речь только про отпуск по уходу от 1,5 до 3. - это говорит ФЗ, по нему вывод - что не надо по тем кто ушел до полутора. В этом и загвоздка. т.к. порядок заполнения подразд.1.2. содержит правила заполнения и по отпускам до 1,5 в отчетах по итогам года.	Как заполнять ЕФС-1 для сотрудников, ушедших в отпуск до 1,5 лет?
